Region,Region code,Province  ,Province code,Municipality/City  ,Municipality/City Code,Poverty Incidence_2009,Poverty Incidence_2012,Poverty Incidence_2015,Coefficient of Variation_2009,Coefficient of Variation_2012,Coefficient of Variation_2015,90% Confidence Interval_2009 Lower Limit,90% Confidence Interval_2009 Upper Limit,90% Confidence Interval_2012 Lower Limit,90% Confidence Interval_2012 Upper Limit2,90% Confidence Interval_2015 Lower Limit,90% Confidence Interval_2015 Upper Limit,Longitude,Latitude,
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Alabel (Capital),PH128001000,41.0,45.9,44.7,12.0,11.4,7.0,32.9,49.1,37.3,54.5,39.5,49.8,125.3592,6.1678,
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Glan,PH128002000,47.0,49.0,52.6,8.8,8.2,3.9,40.1,53.8,42.5,55.6,49.3,56.0,125.3424,5.7852,
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Kiamba,PH128003000,45.0,36.4,48.0,11.0,11.5,6.7,36.8,53.1,29.5,43.3,42.7,53.3,124.7043,6.0094,
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Maasim,PH128004000,52.2,44.1,48.2,11.2,11.4,6.4,42.6,61.8,35.8,52.3,43.1,53.2,124.9679,5.9387,
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Maitum,PH128005000,42.8,39.8,47.7,9.9,9.6,5.5,35.8,49.7,33.5,46.0,43.4,51.9,124.4792,6.1182,
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Malapatan,PH128006000,54.1,53.1,60.9,11.0,10.4,6.2,44.3,63.9,44.0,62.2,54.7,67.1,125.3953,6.0004,
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Malungon,PH128007000,45.3,47.0,48.3,9.0,9.9,4.8,38.6,52.1,39.4,54.7,44.5,52.1,125.3010,6.3630,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,Buenavista,PH160201000,38.0,30.8,31.8,8.5,10.0,7.9,32.7,43.2,25.7,35.8,27.7,36.0,125.3790,8.8449,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,City of Butuan (Capital),PH160202000,27.6,18.7,26.6,6.3,10.0,6.2,24.7,30.4,15.6,21.7,23.9,29.3,125.5770,8.9032,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,City of Cabadbaran,PH160203000,28.4,24.9,26.8,9.6,9.4,9.1,23.9,32.9,21.0,28.7,22.8,30.8,125.6537,9.1439,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,Carmen,PH160204000,40.6,37.7,36.4,12.7,12.5,12.2,32.1,49.1,29.9,45.4,29.1,43.6,125.2593,8.9533,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,Jabonga,PH160205000,45.7,48.1,42.3,8.1,7.9,9.7,39.6,51.8,41.8,54.4,35.6,49.1,125.5993,9.3356,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,Kitcharao,PH160206000,39.9,40.0,30.7,10.0,10.9,14.3,33.3,46.4,32.8,47.2,23.5,37.9,125.6318,9.4115,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,Las Nieves,PH160207000,53.0,59.4,46.2,6.6,8.3,8.5,47.3,58.8,51.3,67.6,39.8,52.7,125.5010,8.7348,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,Magallanes,PH160208000,28.6,25.9,30.8,15.1,15.9,13.6,21.5,35.7,19.1,32.6,23.9,37.7,125.5444,9.0278,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,Nasipit,PH160209000,28.3,20.7,26.7,10.9,12.6,10.1,23.2,33.3,16.4,25.0,22.2,31.2,125.3341,8.9279,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,Santiago,PH160210000,47.7,40.5,39.5,10.2,12.5,11.9,39.7,55.7,32.2,48.9,31.8,47.3,125.6450,9.2586,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,Tubay,PH160211000,39.2,42.7,38.3,10.5,8.7,10.4,32.4,46.0,36.6,48.8,31.7,44.8,125.5943,9.2070,
Region XIII (Caraga),PH160000000,Agusan del Norte,PH160200000,Remedios T. Romualdez,PH160212000,41.0,36.1,34.0,11.5,12.2,12.9,33.3,48.7,28.8,43.3,26.8,41.2,125.6543,9.0646,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,City of Bayugan,PH160301000,48.4,35.9,38.1,6.3,7.3,7.2,43.4,53.4,31.5,40.2,33.6,42.6,125.7974,8.7590,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,Bunawan,PH160302000,54.2,39.1,38.1,7.1,11.2,12.2,47.9,60.5,31.9,46.3,30.4,45.7,126.0319,8.1936,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,Esperanza,PH160303000,61.9,52.9,50.5,4.4,5.9,5.9,57.4,66.4,47.7,58.0,45.6,55.4,125.4621,8.6114,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,La Paz,PH160304000,66.7,52.8,58.4,5.9,8.4,8.5,60.2,73.2,45.5,60.1,50.3,66.6,125.6019,8.2572,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,Loreto,PH160305000,56.9,48.6,49.0,6.9,8.7,7.6,50.5,63.3,41.6,55.6,42.9,55.1,125.6507,8.0816,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,Prosperidad (Capital),PH160306000,52.8,39.3,40.3,5.8,7.5,6.5,47.8,57.8,34.4,44.2,36.0,44.6,125.9080,8.6465,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,Rosario,PH160307000,48.2,40.0,43.0,10.0,12.4,13.0,40.3,56.1,31.8,48.1,33.8,52.2,126.0339,8.3329,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,San Francisco,PH160308000,39.7,30.8,32.2,6.4,7.2,8.3,35.5,43.9,27.1,34.5,27.8,36.6,125.9477,8.4712,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,San Luis,PH160309000,62.0,55.7,49.6,4.5,6.1,7.4,57.4,66.6,50.1,61.2,43.5,55.6,125.5217,8.4325,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,Santa Josefa,PH160310000,53.3,36.0,40.5,6.9,10.3,10.2,47.3,59.4,29.9,42.1,33.7,47.2,126.0194,8.0046,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,Talacogon,PH160311000,58.0,46.0,42.6,6.8,7.3,10.6,51.5,64.4,40.4,51.5,35.2,50.0,125.7899,8.4031,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,Trento,PH160312000,49.1,34.0,36.1,10.1,11.5,12.6,40.9,57.2,27.6,40.5,28.6,43.6,126.1448,8.0680,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,Veruela,PH160313000,58.5,48.7,47.2,5.8,8.7,8.8,52.9,64.0,41.8,55.7,40.4,54.1,125.9047,8.0372,
Region XIII (Caraga),PH160000000,Agusan del Sur,PH160300000,Sibagat,PH160314000,59.4,47.8,46.2,6.2,7.2,9.2,53.3,65.5,42.1,53.4,39.2,53.2,125.7750,8.9685,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Alegria,PH166701000,57.2,38.3,36.2,8.5,10.0,10.8,49.1,65.2,32.0,44.5,29.8,42.6,125.6078,9.4854,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Bacuag,PH166702000,50.6,37.1,35.8,10.7,12.7,12.6,41.7,59.5,29.4,44.9,28.4,43.2,125.6293,9.5726,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Burgos,PH166704000,53.2,40.4,34.1,11.2,13.9,14.1,43.4,63.0,31.1,49.6,26.2,41.9,126.0736,9.9995,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Claver,PH166706000,49.8,41.4,34.3,9.5,8.0,9.7,42.0,57.6,35.9,46.8,28.8,39.8,125.7856,9.4748,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Dapa,PH166707000,52.2,43.5,39.9,7.1,9.3,8.1,46.1,58.4,36.8,50.1,34.6,45.3,126.0632,9.7737,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Del Carmen,PH166708000,58.9,41.2,37.2,7.1,8.6,7.9,52.0,65.7,35.3,47.0,32.4,42.0,126.0089,9.8525,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,General Luna,PH166710000,55.4,44.5,41.1,7.8,7.6,8.5,48.3,62.5,38.9,50.1,35.3,46.8,126.1288,9.8015,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Gigaquit,PH166711000,59.6,41.5,40.5,8.0,9.9,9.2,51.8,67.5,34.8,48.3,34.4,46.7,125.6867,9.5066,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Mainit,PH166714000,57.0,41.7,39.1,7.2,8.5,8.6,50.3,63.8,35.9,47.5,33.6,44.6,125.5031,9.5621,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Malimono,PH166715000,50.3,51.8,42.9,10.2,13.5,11.2,41.8,58.7,40.3,63.3,34.9,50.8,125.4367,9.5657,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Pilar,PH166716000,62.8,46.4,36.8,6.9,8.4,9.9,55.6,69.9,40.0,52.8,30.8,42.8,126.0676,9.8475,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Placer,PH166717000,47.7,29.5,34.4,8.9,11.0,9.6,40.7,54.7,24.1,34.8,29.0,39.8,125.5773,9.6321,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,San Benito,PH166718000,62.6,42.4,39.9,8.2,13.9,14.6,54.2,71.1,32.7,52.1,30.4,49.5,126.0153,9.9415,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,San Francisco (Anao-Aon),PH166719000,48.8,31.6,35.7,8.9,10.4,10.9,41.7,56.0,26.2,37.0,29.3,42.1,125.4160,9.7140,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,San Isidro,PH166720000,51.7,46.2,36.6,10.8,8.5,12.2,42.5,60.9,39.7,52.6,29.3,44.0,126.0704,9.9340,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Santa Monica (Sapao),PH166721000,52.4,36.1,33.1,8.1,9.1,11.2,45.5,59.4,30.7,41.5,27.0,39.1,126.0497,10.0136,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Sison,PH166722000,52.1,45.0,36.8,9.5,10.2,12.2,44.0,60.2,37.4,52.6,29.4,44.2,125.4886,9.6414,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Socorro,PH166723000,52.1,58.7,38.5,11.4,10.7,12.1,42.3,61.8,48.4,69.1,30.9,46.2,125.9429,9.6562,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,City of Surigao (Capital),PH166724000,40.1,21.5,29.4,7.4,9.3,8.3,35.2,44.9,18.2,24.8,25.3,33.4,125.4890,9.7333,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Tagana-an,PH166725000,50.4,43.7,45.3,10.1,9.2,11.3,42.0,58.7,37.0,50.3,36.9,53.7,125.5755,9.7015,
Region XIII (Caraga),PH160000000,Surigao del Norte,PH166700000,Tubod,PH166727000,47.8,31.0,30.6,9.4,12.3,12.3,40.4,55.2,24.7,37.2,24.4,36.8,125.5673,9.5736,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Barobo,PH166801000,45.7,30.5,43.8,9.6,12.8,8.8,38.4,52.9,24.1,36.9,37.5,50.1,126.0890,8.5115,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Bayabas,PH166802000,39.4,28.7,41.1,13.2,17.0,13.2,30.9,48.0,20.7,36.8,32.2,50.0,126.2398,8.9333,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,City of Bislig,PH166803000,34.2,20.6,32.4,14.3,16.8,12.2,26.1,42.2,14.9,26.3,25.9,38.9,126.2853,8.1828,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Cagwait,PH166804000,39.4,23.8,37.0,12.3,16.4,11.5,31.4,47.4,17.4,30.2,30.0,44.0,126.2760,8.8953,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Cantilan,PH166805000,25.7,17.6,28.6,10.9,14.0,10.1,21.1,30.3,13.5,21.6,23.9,33.4,125.8093,9.2919,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Carmen,PH166806000,34.6,24.6,34.2,14.9,17.9,15.4,26.1,43.1,17.4,31.8,25.5,42.8,125.8676,9.1717,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Carrascal,PH166807000,32.7,26.4,35.6,11.9,13.8,12.7,26.3,39.1,20.4,32.4,28.1,43.0,125.8726,9.3864,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Cortes,PH166808000,36.4,23.3,37.2,13.5,15.9,11.8,28.3,44.4,17.2,29.5,29.9,44.4,126.1400,9.1843,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Hinatuan,PH166809000,43.6,29.4,40.3,7.1,12.1,6.5,38.5,48.6,23.5,35.2,36.0,44.6,126.3009,8.3922,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Lanuza,PH166810000,35.1,33.1,37.3,12.4,12.7,10.0,27.9,42.3,26.2,40.1,31.2,43.5,126.0123,9.1386,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Lianga,PH166811000,37.0,29.2,38.7,11.3,13.6,9.7,30.1,43.9,22.7,35.8,32.5,44.9,126.0788,8.6944,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Lingig,PH166812000,48.9,34.0,45.3,8.8,11.7,7.9,41.8,56.0,27.4,40.5,39.4,51.1,126.3434,8.0314,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Madrid,PH166813000,33.0,20.8,30.5,11.1,14.3,11.2,27.0,39.0,15.9,25.7,24.9,36.1,125.8886,9.2408,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Marihatag,PH166814000,50.3,38.0,45.6,8.8,10.2,8.9,43.0,57.5,31.6,44.4,39.0,52.3,126.2116,8.8317,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,San Agustin,PH166815000,49.9,37.4,41.5,8.0,12.4,8.9,43.3,56.5,29.8,45.0,35.4,47.6,126.1956,8.7538,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,San Miguel,PH166816000,50.5,37.5,45.5,7.3,10.4,7.3,44.4,56.5,31.1,43.8,40.1,51.0,125.9870,8.9280,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Tagbina,PH166817000,48.0,31.7,41.7,7.8,10.1,8.0,41.9,54.2,26.4,36.9,36.2,47.2,126.1804,8.4155,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,Tago,PH166818000,37.5,26.9,39.0,8.5,11.3,7.6,32.2,42.7,21.9,31.9,34.1,43.9,126.1463,8.9495,
Region XIII (Caraga),PH160000000,Surigao del Sur,PH166800000,City of Tandag (Capital),PH166819000,26.3,16.0,29.6,10.3,15.3,8.7,21.8,30.7,12.0,20.1,25.4,33.9,126.1284,9.0743,
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Basilisa (Rizal),PH168501000,55.7,54.7,42.0,7.3,10.2,7.3,49.0,62.4,45.5,63.8,37.0,47.0,125.5465,10.1025,
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Cagdianao,PH168502000,55.6,54.2,45.0,9.2,9.4,8.3,47.2,64.0,45.8,62.6,38.9,51.2,125.6560,10.0282,
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Dinagat,PH168503000,57.6,49.4,43.9,8.9,7.5,9.5,49.2,66.1,43.3,55.4,37.0,50.8,125.6144,9.9742,
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Libjo (Albor),PH168504000,54.1,47.1,43.6,8.7,8.5,9.0,46.4,61.8,40.5,53.7,37.1,50.0,125.5734,10.1894,
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Loreto,PH168505000,54.2,31.4,36.6,9.4,13.8,12.8,45.8,62.6,24.3,38.5,28.9,44.4,125.6271,10.3615,
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,San Jose (Capital),PH168506000,46.7,35.3,36.2,9.4,9.5,9.5,39.5,54.0,29.8,40.9,30.5,41.9,125.6058,10.0183,
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Tubajon,PH168507000,56.3,41.6,42.0,9.6,10.4,11.5,47.4,65.2,34.5,48.8,34.0,49.9,125.5813,10.2818,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,City of Lamitan (Capital),PH150702000,17.5,31.9,37.6,20.4,10.0,15.9,11.6,23.4,26.7,37.2,27.7,47.4,122.0986,6.6415,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Lantawan,PH150703000,25.2,34.8,45.8,17.2,13.3,14.3,18.1,32.3,27.1,42.4,35.0,56.6,121.8699,6.6199,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Maluso,PH150704000,39.2,37.5,48.7,17.0,14.2,17.2,28.2,50.1,28.7,46.3,34.9,62.5,121.9102,6.5166,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Sumisip,PH150705000,29.4,52.8,51.2,16.8,11.8,10.7,21.3,37.5,42.5,63.1,42.2,60.2,122.0131,6.4881,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,28.0,35.1,54.6,22.4,16.8,16.8,17.7,38.3,25.4,44.8,39.5,69.7,122.1628,6.5445,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tuburan,PH150707000,37.6,43.5,56.0,19.7,13.7,19.3,25.5,49.8,33.6,53.3,38.2,73.8,122.2055,6.6019,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Akbar,PH150708000,32.7,53.9,52.1,21.3,13.9,19.9,21.3,44.1,41.6,66.2,35.1,69.1,122.1879,6.6443,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Al-barka,PH150709000,27.0,57.0,52.5,18.5,14.2,14.1,18.8,35.2,43.7,70.3,40.3,64.7,122.1789,6.4898,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,30.5,45.5,56.1,17.8,13.7,15.2,21.6,39.5,35.2,55.8,42.0,70.1,122.2960,6.6183,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,26.5,48.7,53.5,21.8,13.6,15.2,17.0,35.9,37.7,59.6,40.1,66.8,122.1049,6.5398,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,35.5,45.7,57.2,18.6,16.1,15.1,24.7,46.4,33.6,57.8,43.0,71.4,121.6094,6.6397,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,40.3,51.6,62.2,18.3,14.7,14.3,28.1,52.4,39.1,64.1,47.6,76.7,121.9861,6.2943,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,29.4,84.8,61.4,13.9,6.7,11.5,22.7,36.1,75.5,94.0,49.8,72.9,124.1243,7.8879,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Balabagan,PH153602000,34.4,53.9,59.7,13.6,9.7,10.7,26.8,42.1,45.3,62.5,49.2,70.3,124.1475,7.5382,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Balindong (Watu),PH153603000,42.9,63.6,61.4,16.3,9.1,8.2,31.4,54.4,54.0,73.1,53.1,69.7,124.1810,7.9214,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Bayang,PH153604000,33.9,69.8,66.5,14.5,8.1,8.1,25.8,42.0,60.5,79.1,57.6,75.4,124.1904,7.7773,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Binidayan,PH153605000,36.8,63.9,65.3,15.5,8.1,9.1,27.4,46.2,55.3,72.4,55.6,75.0,124.1539,7.7944,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Bubong,PH153606000,42.6,52.9,65.6,16.5,13.9,7.4,31.0,54.1,40.8,65.0,57.6,73.6,124.4580,8.0026,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Butig,PH153607000,37.1,58.9,65.1,16.4,9.8,11.6,27.1,47.1,49.5,68.4,52.7,77.4,124.3658,7.6738,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Ganassi,PH153609000,34.8,68.8,63.2,14.0,8.0,9.5,26.8,42.8,59.8,77.9,53.3,73.0,124.1051,7.8065,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Kapai,PH153610000,43.0,74.8,73.6,15.1,8.2,8.5,32.3,53.7,64.6,84.9,63.4,83.8,124.3704,8.0661,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Lumba-Bayabao (Maguing),PH153611000,38.8,74.0,65.1,14.8,7.6,7.9,29.3,48.2,64.7,83.3,56.7,73.6,124.4722,7.7843,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Lumbatan,PH153612000,36.8,59.4,65.8,12.8,8.5,10.8,29.1,44.5,51.1,67.8,54.1,77.5,124.2357,7.7496,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Madalum,PH153613000,32.6,60.9,64.5,13.9,8.4,8.5,25.1,40.0,52.4,69.3,55.4,73.5,124.0697,7.9187,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Madamba,PH153614000,46.7,66.9,70.0,15.0,7.9,8.3,35.2,58.3,58.2,75.6,60.4,79.6,124.0348,7.8720,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Malabang,PH153615000,37.7,68.1,61.6,13.7,8.2,9.3,29.2,46.2,58.9,77.2,52.2,71.0,124.0743,7.6272,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Marantao,PH153616000,29.2,60.2,61.1,16.0,7.4,9.0,21.5,36.9,52.9,67.5,52.1,70.1,124.2291,7.9624,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,City of Marawi (Capital),PH153617000,34.5,60.0,54.6,13.7,7.8,8.2,26.7,42.3,52.3,67.8,47.3,62.0,124.2966,8.0212,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Masiu,PH153618000,39.4,59.5,63.4,17.6,8.5,9.3,28.0,50.7,51.2,67.7,53.7,73.0,124.3658,7.7931,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Mulondo,PH153619000,54.2,65.4,65.9,18.8,8.5,9.2,37.4,71.0,56.3,74.5,55.9,75.9,124.3654,7.9179,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,43.5,71.6,73.2,16.7,8.3,9.1,31.5,55.5,61.8,81.3,62.2,84.2,124.1202,7.7511,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Piagapo,PH153621000,37.0,81.4,68.1,11.9,6.7,8.4,29.7,44.2,72.4,90.4,58.6,77.5,124.1666,7.9919,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Poona Bayabao (Gata),PH153622000,28.3,64.3,60.9,16.5,8.0,12.8,20.6,36.0,55.9,72.8,48.1,73.7,124.3542,7.8317,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Pualas,PH153623000,27.5,72.5,64.5,17.0,9.2,10.2,19.8,35.2,61.6,83.4,53.7,75.3,124.0438,7.7979,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Ditsaan-Ramain,PH153624000,41.9,67.0,64.2,14.6,8.2,8.2,31.9,51.9,58.0,76.0,55.5,72.9,124.3536,7.9962,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Saguiaran,PH153625000,33.2,72.0,62.0,13.4,8.5,9.8,25.9,40.5,61.9,82.2,52.0,72.0,124.2468,8.0422,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Tamparan,PH153626000,39.9,68.3,68.5,14.6,8.2,9.4,30.3,49.5,59.1,77.5,58.0,79.1,124.3327,7.8718,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Taraka,PH153627000,38.0,67.8,66.9,14.3,8.1,9.1,29.1,46.9,58.8,76.8,56.8,76.9,124.3403,7.8981,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Tubaran,PH153628000,44.4,51.7,66.4,16.4,10.4,10.0,32.4,56.4,42.9,60.6,55.4,77.4,124.1689,7.7306,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Tugaya,PH153629000,45.3,68.4,68.6,17.4,8.3,8.2,32.3,58.3,59.0,77.8,59.4,77.7,124.1460,7.9053,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Wao,PH153630000,25.5,73.8,45.4,16.4,8.3,16.2,18.6,32.3,63.7,83.9,33.3,57.5,124.7064,7.6467,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Marogong,PH153631000,46.2,76.2,72.5,16.2,9.0,9.5,33.9,58.6,64.9,87.5,61.2,83.9,124.1841,7.6310,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Calanogas,PH153632000,53.9,72.5,68.5,18.6,8.5,10.5,37.4,70.4,62.3,82.7,56.7,80.3,124.0778,7.7179,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Buadiposo-Buntong,PH153633000,38.6,52.8,61.4,15.0,11.1,10.4,29.1,48.1,43.2,62.5,50.9,72.0,124.3932,7.9506,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Maguing,PH153634000,29.9,58.8,64.5,13.6,9.0,10.0,23.2,36.6,50.0,67.5,53.9,75.2,124.4921,7.9098,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Picong (Sultan Gumander),PH153635000,47.3,72.7,71.4,14.5,7.7,7.8,36.1,58.6,63.5,81.9,62.2,80.6,123.9735,7.6997,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao del Sur,PH153600000,Lumbayanague,PH153636000,55.7,81.9,65.4,17.4,6.8,10.6,39.8,71.6,72.7,91.1,54.0,76.8,124.2816,7.7733,
